*******************************************************************************
 Revised: April 12, 2021                 Earth                              399
 
 GEOPHYSICAL PROPERTIES (revised May 9, 2022):
  Vol. Mean Radius (km)    = 6371.01+-0.02   Mass x10^24 (kg)= 5.97219+-0.0006
  Equ. radius, km          = 6378.137        Mass layers:
  Polar axis, km           = 6356.752          Atmos         = 5.1   x 10^18 kg
  Flattening               = 1/298.257223563   oceans        = 1.4   x 10^21 kg
  Density, g/cm^3          = 5.51              crust         = 2.6   x 10^22 kg
  J2 (IERS 2010)           = 0.00108262545     mantle        = 4.043 x 10^24 kg
  g_p, m/s^2  (polar)      = 9.8321863685      outer core    = 1.835 x 10^24 kg
  g_e, m/s^2  (equatorial) = 9.7803267715      inner core    = 9.675 x 10^22 kg
  g_o, m/s^2               = 9.82022         Fluid core rad  = 3480 km
  GM, km^3/s^2             = 398600.435436   Inner core rad  = 1215 km
  GM 1-sigma, km^3/s^2     =      0.0014     Escape velocity = 11.186 km/s
  Rot. Rate (rad/s)        = 0.00007292115   Surface area:
  Mean sidereal day, hr    = 23.9344695944     land          = 1.48 x 10^8 km
  Mean solar day 2000.0, s = 86400.002         sea           = 3.62 x 10^8 km
  Mean solar day 1820.0, s = 86400.0         Love no., k2    = 0.299
  Moment of inertia        = 0.3308          Atm. pressure   = 1.0 bar
  Mean surface temp (Ts), K= 287.6           Volume, km^3    = 1.08321 x 10^12
  Mean effect. temp (Te), K= 255             Magnetic moment = 0.61 gauss Rp^3
  Geometric albedo         = 0.367           Vis. mag. V(1,0)= -3.86
  Solar Constant (W/m^2)   = 1367.6 (mean), 1414 (perihelion), 1322 (aphelion)
 HELIOCENTRIC ORBIT CHARACTERISTICS:
  Obliquity to orbit, deg  = 23.4392911  Sidereal orb period  = 1.0000174 y
  Orbital speed, km/s      = 29.79       Sidereal orb period  = 365.25636 d
  Mean daily motion, deg/d = 0.9856474   Hill's sphere radius = 234.9       
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Fri Jul 24 17:14:08 2026 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Earth (399)                     {source: DE441}
Center body name: Sun (10)                        {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2000-Jan-01 00:00:00.0000 TDB
Stop  time      : A.D. 2030-Jan-01 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 695700.0, 695700.0, 695700.0 km {Equator_a, b, pole_c}
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 3 (position, velocity, LT, range, range-rate)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
2453469.500000000, A.D. 2005-Apr-09 00:00:00.0000, -1.415231005954618E+08, -4.921116127962153E+07,  6.888147137574852E+02,  9.302627223509480E+00, -2.825939134821725E+01, -8.261267965643526E-04,  4.997957528249414E+02,  1.498349972373496E+08,  4.948164163526768E-01,
2453470.500000000, A.D. 2005-Apr-10 00:00:00.0000, -1.406984450648704E+08, -5.164535388646229E+07,  6.179326428957283E+02,  9.786021121415292E+00, -2.808620517292352E+01, -8.041238167351139E-04,  4.999378607937393E+02,  1.498776001346169E+08,  4.913612825750613E-01,
2453471.500000000, A.D. 2005-Apr-11 00:00:00.0000, -1.398321834151838E+08, -5.406420894785231E+07,  5.515858561471105E+02,  1.026569194150267E+01, -2.790438817666951E+01, -7.223703845156138E-04,  5.000789778937261E+02,  1.499199059768878E+08,  4.879575772298936E-01,
2453472.500000000, A.D. 2005-Apr-12 00:00:00.0000, -1.389246469995284E+08, -5.646698940761951E+07,  4.945816236622632E+02,  1.074142312889555E+01, -2.771414224999525E+01, -5.894669283517118E-04,  5.002191325652872E+02,  1.499619232903753E+08,  4.846947713858974E-01,
2453473.500000000, A.D. 2005-Apr-13 00:00:00.0000, -1.379761840229240E+08, -5.885297589461207E+07,  4.509066908136010E+02,  1.121304000128821E+01, -2.751567266549911E+01, -4.155771329052982E-04,  5.003583747697841E+02,  1.500036670531187E+08,  4.816332204700979E-01,
2453474.500000000, A.D. 2005-Apr-14 00:00:00.0000, -1.369871562718155E+08, -6.122146652777050E+07,  4.236461454033852E+02,  1.168040125495702E+01, -2.730917780796239E+01, -2.112489457619660E-04,  5.004967682045807E+02,  1.500451563611075E+08,  4.788089445446643E-01,
2453475.500000000, A.D. 2005-Apr-15 00:00:00.0000, -1.359579366455419E+08, -6.357177608990363E+07,  4.149847841523588E+02,  1.214338943282631E+01, -2.709484472019136E+01,  1.330631389784287E-05,  5.006343842620377E+02,  1.500864126172328E+08,  4.762405159231917E-01,
2453476.500000000, A.D. 2005-Apr-16 00:00:00.0000, -1.348889074580249E+08, -6.590323502538881E+07,  4.262510774210095E+02,  1.260190294955272E+01, -2.687284919266023E+01,  2.484921963770148E-04,  5.007712979956410E+02,  1.501274583219637E+08,  4.739357895596885E-01,
2453477.500000000, A.D. 2005-Apr-17 00:00:00.0000, -1.337804593098584E+08, -6.821518857536066E+07,  4.579698844850063E+02,  1.305585098565653E+01, -2.664335854185586E+01,  4.852738593612571E-04,  5.009075858220685E+02,  1.501683163844438E+08,  4.718970525864326E-01,
2453478.500000000, A.D. 2005-Apr-18 00:00:00.0000, -1.326329902634260E+08, -7.050699620450051E+07,  5.099012456089258E+02,  1.350515157312809E+01, -2.640653531273346E+01,  7.149321871136038E-04,  5.010433243917669E+02,  1.502090097838992E+08,  4.701239188664821E-01,
2453479.500000000, A.D. 2005-Apr-19 00:00:00.0000, -1.314469050535311E+08, -7.277803133426063E+07,  5.810544445551932E+02,  1.394973261235874E+01, -2.616254045311585E+01,  9.287583823365253E-04,  5.011785899397151E+02,  1.502495613750013E+08,  4.686137553891999E-01,
2453480.500000000, A.D. 2005-Apr-20 00:00:00.0000, -1.302226141040307E+08, -7.502768128410040E+07,  6.696775467619300E+02,  1.438953522198499E+01, -2.591153477275907E+01,  1.117811568924765E-03,  5.013134574041724E+02,  1.502899936236751E+08,  4.673596639307608E-01,
2453481.500000000, A.D. 2005-Apr-21 00:00:00.0000, -1.289605321859118E+08, -7.725534722773822E+07,  7.732329897060990E+02,  1.482451850342663E+01, -2.565367767820022E+01,  1.272857999843779E-03,  5.014479986341779E+02,  1.503303280697208E+08,  4.663462321970172E-01,
2453482.500000000, A.D. 2005-Apr-22 00:00:00.0000, -1.276610766498815E+08, -7.946044389323074E+07,  8.883799266964197E+02,  1.525466435230302E+01, -2.538912241104888E+01,  1.384606098993046E-03,  5.015822791106763E+02,  1.503705843438317E+08,  4.655435983671795E-01,
2453483.500000000, A.D. 2005-Apr-23 00:00:00.0000, -1.263246653083594E+08, -8.164239868921927E+07,  1.010992998775095E+03,  1.567998040076863E+01, -2.511800755831033E+01,  1.444324727939872E-03,  5.017163528391410E+02,  1.504107786364414E+08,  4.649009418060556E-01,
2453484.500000000, A.D. 2005-Apr-24 00:00:00.0000, -1.249517142258666E+08, -8.380064996099859E+07,  1.136251890972257E+03,  1.610049881411096E+01, -2.484044564978672E+01,  1.444855531076428E-03,  5.018502554949930E+02,  1.504509216427720E+08,  4.643412279380133E-01,
2453485.500000000, A.D. 2005-Apr-25 00:00:00.0000, -1.235426358661918E+08, -8.593464421224381E+07,  1.258831441674381E+03,  1.651626899420425E+01, -2.455651112546325E+01,  1.381893411231516E-03,  5.019839965124150E+02,  1.504910161911203E+08,  4.637595249711008E-01,
2453486.500000000, A.D. 2005-Apr-26 00:00:00.0000, -1.220978381591536E+08, -8.804383238626759E+07,  1.373204107999802E+03,  1.692734368610479E+01, -2.426623126019352E+01,  1.255246989947167E-03,  5.021175514575378E+02,  1.505310549563967E+08,  4.630269123696296E-01,
2453487.500000000, A.D. 2005-Apr-27 00:00:00.0000, -1.206177249942776E+08, -9.012766562987027E+07,  1.474036557111889E+03,  1.733376037014840E+01, -2.396958381232550E+01,  1.069691373739801E-03,  5.022508564286942E+02,  1.505710187813633E+08,  4.620005617344590E-01,
2453488.500000000, A.D. 2005-Apr-28 00:00:00.0000, -1.191026983819853E+08, -9.218559123192386E+07,  1.556629789173603E+03,  1.773552208598095E+01, -2.366650355650993E+01,  8.350826064322803E-04,  5.023838060827342E+02,  1.506108760849383E+08,  4.605383634875506E-01,
2453489.500000000, A.D. 2005-Apr-29 00:00:00.0000, -1.175531621189180E+08, -9.421704949354057E+07,  1.617332418218255E+03,  1.813258253779775E+01, -2.335689692588361E+01,  5.656287124118364E-04,  5.025162561295103E+02,  1.506505836100234E+08,  4.585146518563806E-01,
2453490.500000000, A.D. 2005-Apr-30 00:00:00.0000, -1.159695264246322E+08, -9.622147209512997E+07,  1.653860037960112E+03,  1.852483884724963E+01, -2.304066129760414E+01,  2.784942303861726E-04,  5.026480300580437E+02,  1.506900884399588E+08,  4.558333004134368E-01,
2453491.500000000, A.D. 2005-May-01 00:00:00.0000, -1.143522128427454E+08, -9.819828217062528E+07,  1.665477753020823E+03,  1.891213254310072E+01, -2.271770453295549E+01, -7.907880583246651E-06,  5.027789289531972E+02,  1.507293309414864E+08,  4.524358575604183E-01,
2453492.500000000, A.D. 2005-May-02 00:00:00.0000, -1.127016587591742E+08, -1.001468959545058E+08,  1.653034495435655E+03,  1.929425702027214E+01, -2.238796144891160E+01, -2.755905252538327E-04,  5.029087428861551E+02,  1.507682481795304E+08,  4.483044374905676E-01,
2453493.500000000, A.D. 2005-May-03 00:00:00.0000, -1.110183210900795E+08, -1.020667256629386E+08,  1.618862292848527E+03,  1.967096888830108E+01, -2.205140583407223E+01, -5.084227970133526E-04,  5.030372625103587E+02,  1.508067773935717E+08,  4.434604988368717E-01,
2453494.500000000, A.D. 2005-May-04 00:00:00.0000, -1.093026788975704E+08, -1.039571832200034E+08,  1.566565266691148E+03,  2.004200119085811E+01, -2.170805806784229E+01, -6.932494218876428E-04,  5.031642898828187E+02,  1.508448592417947E+08,  4.379608859467193E-01,
2453495.500000000, A.D. 2005-May-05 00:00:00.0000, -1.075552348236046E+08, -1.058176844685143E+08,  1.500725423730910E+03,  2.040707742478311E+01, -2.135798877124469E+01, -8.206976789804088E-04,  5.032896478564149E+02,  1.508824406168291E+08,  4.318919464290825E-01,
2453496.500000000, A.D. 2005-May-06 00:00:00.0000, -1.057765153005751E+08, -1.076476535290602E+08,  1.426552659466863E+03,  2.076592572821137E+01, -2.100131855995622E+01, -8.856557576919499E-04,  5.034131875297670E+02,  1.509194768791638E+08,  4.253619449184620E-01,
2453497.500000000, A.D. 2005-May-07 00:00:00.0000, -1.039670695596366E+08, -1.094465269606988E+08,  1.349509425491095E+03,  2.111829231982514E+01, -2.063821366420852E+01, -8.873708400081171E-04,  5.035347932802035E+02,  1.509559333659941E+08,  4.184919334954483E-01,
2453498.500000000, A.D. 2005-May-08 00:00:00.0000, -1.021274675623333E+08, -1.112137573648183E+08,  1.274945136316121E+03,  2.146395269904728E+01, -2.026887749711761E+01, -8.291223774161693E-04,  5.036543850159177E+02,  1.509917860664003E+08,  4.114057562432850E-01,
2453499.500000000, A.D. 2005-May-09 00:00:00.0000, -1.002582971221400E+08, -1.129488161175449E+08,  1.207776531606913E+03,  2.180271894847467E+01, -1.989353916987473E+01, -7.174982114763750E-04,  5.037719175777557E+02,  1.510270214420088E+08,  4.042205280168061E-01,
2453500.500000000, A.D. 2005-May-10 00:00:00.0000, -9.836016060466908E+07, -1.146511950460091E+08,  1.152243368051946E+03,  2.213444210303240E+01, -1.951244091033579E+01, -5.614044077635327E-04,  5.038873776586665E+02,  1.510616355034659E+08,  3.970391796623300E-01,
2453501.500000000, A.D. 2005-May-11 00:00:00.0000, -9.643367163475740E+07, -1.163204070541684E+08,  1.111753951825202E+03,  2.245900976040893E+01, -1.912582669777074E+01, -3.710120886424306E-04,  5.040007790226870E+02,  1.510956323771262E+08,  3.899462407725706E-01,
2453502.500000000, A.D. 2005-May-12 00:00:00.0000, -9.447945216986522E+07, -1.179559858883813E+08,  1.088816896073520E+03,  2.277634029127679E+01, -1.873393394239985E+01, -1.568445017960940E-04,  5.041121570202500E+02,  1.511290226607827E+08,  3.830071378710108E-01,
2453503.500000000, A.D. 2005-May-13 00:00:00.0000, -9.249813015005229E+07, -1.195574853482875E+08,  1.085040453918278E+03,  2.308637562380686E+01, -1.833698900240643E+01,  7.085926691630107E-05,  5.042215633415126E+02,  1.511618218507547E+08,  3.762703850981369E-01,
2453504.500000000, A.D. 2005-May-14 00:00:00.0000, -9.049033776330288E+07, -1.211244782695405E+08,  1.101173008926213E+03,  2.338907449347012E+01, -1.793520626740659E+01,  3.024610968003216E-04,  5.043290616813123E+02,  1.511940490422742E+08,  3.697715062084462E-01,
2453505.500000000, A.D. 2005-May-15 00:00:00.0000, -8.845671022295736E+07, -1.226565555475410E+08,  1.137158245019615E+03,  2.368440750850854E+01, -1.752878982440978E+01,  5.289579360709951E-04,  5.044347246312516E+02,  1.512257259977560E+08,  3.635374288012290E-01,
2453506.500000000, A.D. 2005-May-16 00:00:00.0000, -8.639788486567929E+07, -1.241533253710854E+08,  1.192183980837464E+03,  2.397235473171346E+01, -1.711793643221108E+01,  7.418173416731122E-04,  5.045386317741297E+02,  1.512568765755233E+08,  3.575902768125344E-01,
2453507.500000000, A.D. 2005-May-17 00:00:00.0000, -8.431450034219784E+07, -1.256144127228499E+08,  1.264711929500103E+03,  2.425290594194137E+01, -1.670283851386499E+01,  9.327185499108381E-04,  5.046408686833710E+02,  1.512875264298430E+08,  3.519497398019333E-01,
2453508.500000000, A.D. 2005-May-18 00:00:00.0000, -8.220719567690645E+07, -1.270394590948249E+08,  1.352485023111105E+03,  2.452606333923502E+01, -1.628368593948099E+01,  1.093311437000644E-03,  5.047415263222505E+02,  1.513177028308192E+08,  3.466333826538944E-01,
2453509.500000000, A.D. 2005-May-19 00:00:00.0000, -8.007660900884415E+07, -1.284281222625047E+08,  1.452519032172859E+03,  2.479184607416286E+01, -1.586066540647035E+01,  1.215115444610504E-03,  5.048407001716263E+02,  1.513474344028929E+08,  3.416543747018086E-01,
2453510.500000000, A.D. 2005-May-20 00:00:00.0000, -7.792337590166806E+07, -1.297800758604607E+08,  1.561096306957304E+03,  2.505029544484872E+01, -1.543395628785670E+01,  1.289692882858517E-03,  5.049384882862458E+02,  1.513767505421378E+08,  3.370162941066727E-01,
2453511.500000000, A.D. 2005-May-21 00:00:00.0000, -7.574812724228166E+07, -1.310950084156326E+08,  1.673791193686426E+03,  2.530147882348411E+01, -1.500372215503164E+01,  1.309228592530687E-03,  5.050349874380512E+02,  1.514056802600525E+08,  3.327051332907100E-01,
2453512.500000000, A.D. 2005-May-22 00:00:00.0000, -7.355148695327574E+07, -1.323726214625814E+08,  1.785566266976297E+03,  2.554548951678565E+01, -1.457009816558820E+01,  1.267593424638669E-03,  5.051302866700685E+02,  1.514342502510644E+08,  3.286796244443325E-01,
2453513.500000000, A.D. 2005-May-23 00:00:00.0000, -7.133407000698492E+07, -1.336126264567472E+08,  1.890979562826455E+03,  2.578243944078899E+01, -1.413317639993680E+01,  1.161820102302258E-03,  5.052244581149282E+02,  1.514624821399924E+08,  3.248625035966359E-01,
2453514.500000000, A.D. 2005-May-24 00:00:00.0000, -6.909648146181186E+07, -1.348147404868587E+08,  1.984526734687388E+03,  2.601244267050532E+01, -1.369299366904831E+01,  9.936748964767261E-04,  5.053175459030526E+02,  1.514903891568040E+08,  3.211367233570907E-01,
2453515.500000000, A.D. 2005-May-25 00:00:00.0000, -6.683931728097240E+07, -1.359786812594811E+08,  2.061103581085801E+03,  2.623559123047096E+01, -1.324952787712161E+01,  7.707663108327267E-04,  5.054095551922966E+02,  1.515179728477853E+08,  3.173506246108374E-01,
2453516.500000000, A.D. 2005-May-26 00:00:00.0000, -6.456316738189372E+07, -1.371041623242797E+08,  2.116522160172462E+03,  2.645192898517246E+01, -1.280270771585997E+01,  5.065919043749645E-04,  5.055004442053996E+02,  1.515452206884286E+08,  3.133335322514532E-01,
2453517.500000000, A.D. 2005-May-27 00:00:00.0000, -6.226862071203814E+07, -1.381908897328424E+08,  2.147972965061665E+03,  2.666143230773640E+01, -1.235243560941196E+01,  2.192397684206426E-04,  5.055901219476515E+02,  1.515721053992062E+08,  3.089186599985966E-01,
2453518.500000000, A.D. 2005-May-28 00:00:00.0000, -5.995627143214384E+07, -1.392385610486469E+08,  2.154324943818152E+03,  2.686400454601814E+01, -1.189861776134074E+01, -7.097138062217567E-05,  5.056784527624678E+02,  1.515985863112971E+08,  3.039663377468976E-01,
2453519.500000000, A.D. 2005-May-29 00:00:00.0000, -5.762672491263752E+07, -1.402468669257053E+08,  2.136201672382653E+03,  2.705948551571698E+01, -1.144119203871844E+01, -3.441726142776602E-04,  5.057652667329669E+02,  1.516246124849018E+08,  2.983803734578024E-01,
2453520.500000000, A.D. 2005-May-30 00:00:00.0000, -5.528060241966798E+07, -1.412154947239931E+08,  2.095840976931155E+03,  2.724767118303376E+01, -1.098014641450356E+01, -5.831689449156130E-04,  5.058503733268303E+02,  1.516501267998681E+08,  2.921140275147718E-01,
2453521.500000000, A.D. 2005-May-31 00:00:00.0000, -5.291854392620046E+07, -1.421441332146514E+08,  2.036799113929272E+03,  2.742833619120697E+01, -1.051552584559879E+01, -7.747812247163033E-04,  5.059335753623229E+02,  1.516750701425990E+08,  2.851667808242069E-01,
2453522.500000000, A.D. 2005-Jun-01 00:00:00.0000, -5.054120907325687E+07, -1.430324774562826E+08,  1.963578055977821E+03,  2.760125346387107E+01, -1.004742999241534E+01, -9.103147134541523E-04,  5.060146811761236E+02,  1.516993850538765E+08,  2.775758127156067E-01,
2453523.500000000, A.D. 2005-Jun-02 00:00:00.0000, -4.814927666191551E+07, -1.438802332271066E+08,  1.881240799479187E+03,  2.776620848222833E+01, -9.576005895918012E+00, -9.854205225319213E-04,  5.060935140574604E+02,  1.517230185571435E+08,  2.694060938181624E-01,
2453524.500000000, A.D. 2005-Jun-03 00:00:00.0000, -4.574344313700957E+07, -1.446871207340267E+08,  1.795053963065147E+03,  2.792300853966270E+01, -9.101438992955746E+00, -9.996452337097672E-04,  5.061699189285700E+02,  1.517459241612567E+08,  2.607414169649112E-01,
2453525.500000000, A.D. 2005-Jun-04 00:00:00.0000, -4.332442043831627E+07, -1.454528775419841E+08,  1.710175316721201E+03,  2.807148837506718E+01, -8.623944211789544E+00, -9.558630600952078E-04,  5.062437666700332E+02,  1.517680631571877E+08,  2.516770277377441E-01,
2453526.500000000, A.D. 2005-Jun-05 00:00:00.0000, -4.089293347485753E+07, -1.461772607560318E+08,  1.631392282716930E+03,  2.821151341813695E+01, -8.143757582410743E+00, -8.596694997851095E-04,  5.063149565236057E+02,  1.517894053383749E+08,  2.423135708357914E-01,
2453527.500000000, A.D. 2005-Jun-06 00:00:00.0000, -3.844971739878578E+07, -1.468600484975260E+08,  1.562913939028978E+03,  2.834298122624334E+01, -7.661128264650083E+00, -7.187490317375200E-04,  5.063834168830119E+02,  1.518099292377968E+08,  2.327518967843035E-01,
2453528.500000000, A.D. 2005-Jun-07 00:00:00.0000, -3.599551482998616E+07, -1.475010407085627E+08,  1.508218704625964E+03,  2.846582117672883E+01, -7.176310998891022E+00, -5.422207231857712E-04,  5.064491046868869E+02,  1.518296219459811E+08,  2.230885595191567E-01,
2453529.500000000, A.D. 2005-Jun-08 00:00:00.0000, -3.353107318471174E+07, -1.481000593339790E+08,  1.469958575911820E+03,  2.857999237262887E+01, -6.689559333366878E+00, -3.399911572938841E-04,  5.065120036337706E+02,  1.518484785758730E+08,  2.134121996403181E-01,
2453530.500000000, A.D. 2005-Jun-09 00:00:00.0000, -3.105714225604771E+07, -1.486569479727480E+08,  1.449916958078742E+03,  2.868547997552444E+01, -6.201120217330939E+00, -1.221718341124500E-04,  5.065721215270546E+02,  1.518665014668704E+08,  2.038011856568866E-01,
2453531.500000000, A.D. 2005-Jun-10 00:00:00.0000, -2.857447215884044E+07, -1.491715711411929E+08,  1.449011697284877E+03,  2.878229056505854E+01, -5.711230489336842E+00,  1.013746975009333E-04,  5.066294871581012E+02,  1.518836992504066E+08,  1.943227951221606E-01,
2453532.500000000, A.D. 2005-Jun-11 00:00:00.0000, -2.608381168662773E+07, -1.496438133235109E+08,  1.467330017730594E+03,  2.887044739892385E+01, -5.220115463789392E+00,  3.213146295728553E-04,  5.066841471796133E+02,  1.519000859126100E+08,  1.850339387951100E-01,
2453533.500000000, A.D. 2005-Jun-12 00:00:00.0000, -2.358590704912870E+07, -1.500735779840336E+08,  1.504179618351161E+03,  2.894998648643855E+01, -4.727989384886749E+00,  5.289388310456555E-04,  5.067361633755382E+02,  1.519156799758421E+08,  1.759831119321130E-01,
2453534.500000000, A.D. 2005-Jun-13 00:00:00.0000, -2.108150088631327E+07, -1.504607866783651E+08,  1.558141013205051E+03,  2.902095421302931E+01, -4.235057133418406E+00,  7.161033448830345E-04,  5.067856106048813E+02,  1.519305038822682E+08,  1.672130113765542E-01,
2453535.500000000, A.D. 2005-Jun-14 00:00:00.0000, -1.857133140363310E+07, -1.508053783352199E+08,  1.627110084660351E+03,  2.908340695712043E+01, -3.741516309389183E+00,  8.750745517511760E-04,  5.068325755121153E+02,  1.519445836072477E+08,  1.587631127649575E-01,
2453536.500000000, A.D. 2005-Jun-15 00:00:00.0000, -1.605613144936589E+07, -1.511073086974427E+08,  1.708326107494533E+03,  2.913741279962879E+01, -3.247558650261657E+00,  9.983636240882277E-04,  5.068771558803822E+02,  1.519579484654289E+08,  1.506714154120214E-01,
2453537.500000000, A.D. 2005-Jun-16 00:00:00.0000, -1.353662736281152E+07, -1.513665498155522E+08,  1.798388764359057E+03,  2.918305503072593E+01, -2.753369627402106E+00,  1.078656860291183E-03,  5.069194602633860E+02,  1.519706310003938E+08,  1.429744773989796E-01,
2453538.500000000, A.D. 2005-Jun-17 00:00:00.0000, -1.101353746962985E+07, -1.515830893836745E+08,  1.893277834154665E+03,  2.922043661238760E+01, -2.259124999422036E+00,  1.108970215978555E-03,  5.069596072667135E+02,  1.519826667692027E+08,  1.357047862419629E-01,
2453539.500000000, A.D. 2005-Jun-18 00:00:00.0000, -8.487570206288707E+06, -1.517569296060771E+08,  1.988400980494916E+03,  2.924968394199349E+01, -1.764983249920432E+00,  1.083168069751728E-03,  5.069977235777489E+02,  1.519940937517779E+08,  1.288845804128384E-01,
2453540.500000000, A.D. 2005-Jun-19 00:00:00.0000, -5.959422043152899E+06, -1.518880852154046E+08,  2.078706350065768E+03,  2.927094720938123E+01, -1.271073565637818E+00,  9.969565340340880E-04,  5.070339396493521E+02,  1.520049510569029E+08,  1.225157731507193E-01,
2453541.500000000, A.D. 2005-Jun-20 00:00:00.0000, -3.429775650608814E+06, -1.519765803016790E+08,  2.158901767149568E+03,  2.928439379926872E+01, -7.774807807600779E-01,  8.493382651306169E-04,  5.070683820206019E+02,  1.520152766200393E+08,  1.165670434067837E-01,
2453542.500000000, A.D. 2005-Jun-21 00:00:00.0000, -8.992990538429054E+05, -1.520224438529438E+08,  2.223811073437333E+03,  2.929019165027993E+01, -2.842316004994913E-01,  6.442598277200812E-04,  5.071011618916131E+02,  1.520251037781426E+08,  1.109615576880114E-01,
2453543.500000000, A.D. 2005-Jun-22 00:00:00.0000,  1.631353322854905E+06, -1.520257044126718E+08,  2.268860545217991E+03,  2.928848258375985E+01,  2.087107309335063E-01,  3.918504953453056E-04,  5.071323609439581E+02,  1.520344570187324E+08,  1.055712546980141E-01,
2453544.500000000, A.D. 2005-Jun-23 00:00:00.0000,  4.161537060033632E+06, -1.519863849136380E+08,  2.290626279696822E+03,  2.927935141892798E+01,  7.014360595006333E-01,  1.084694036651568E-04,  5.071620172316852E+02,  1.520433477501253E+08,  1.002238872400697E-01,
2453545.500000000, A.D. 2005-Jun-24 00:00:00.0000,  6.690611692201151E+06, -1.519044991914564E+08,  2.287313476674259E+03,  2.926280214693946E+01,  1.194059179454785E+00, -1.849506492130892E-04,  5.071901152703817E+02,  1.520517713302111E+08,  9.472486891666816E-02,
2453546.500000000, A.D. 2005-Jun-25 00:00:00.0000,  9.217933325277070E+06, -1.517800514762258E+08,  2.259024911209941E+03,  2.923875235388109E+01,  1.686680962428851E+00, -4.660081290415174E-04,  5.072165839848354E+02,  1.520597064511772E+08,  8.888840886036169E-02,
2453547.500000000, A.D. 2005-Jun-26 00:00:00.0000,  1.174284772400713E+07, -1.516130392185046E+08,  2.207734545461833E+03,  2.920704932683691E+01,  2.179352490224394E+00, -7.143376611988828E-04,  5.072413036379912E+02,  1.520671172167577E+08,  8.256667709633202E-02,
2453548.500000000, A.D. 2005-Jun-27 00:00:00.0000,  1.426468550275169E+07, -1.514034584214827E+08,  2.136986644394696E+03,  2.916750075498853E+01,  2.672054337259560E+00, -9.142826678903981E-04,  5.072641195918802E+02,  1.520739572676557E+08,  7.566683785245956E-02,
